drift,attack,eta,p_secure,p_transition,p_insecure,phase_margin
0.03,0.25,0.09999999999999999,0.0,0.0,1.0,0.02
0.03,0.25,0.1025,0.0,0.0,1.0,0.02
0.03,0.25,0.105,0.0,0.0,1.0,0.02
0.03,0.25,0.1075,0.0,0.0,1.0,0.02
0.03,0.25,0.11,0.0,0.0,1.0,0.02
0.03,0.25,0.1125,0.0,0.0,1.0,0.02
0.03,0.25,0.11499999999999999,0.0,0.0,1.0,0.02
0.03,0.25,0.1175,0.0,0.0,1.0,0.02
0.03,0.25,0.12,0.0,0.0,1.0,0.02
0.03,0.25,0.1225,0.0,0.0,1.0,0.02
0.03,0.25,0.125,0.0,0.0,1.0,0.02
0.03,0.25,0.1275,0.0,0.0,1.0,0.02
0.03,0.25,0.13,0.0,0.0,1.0,0.02
0.03,0.25,0.1325,0.0,0.0,1.0,0.02
0.03,0.25,0.135,0.0,0.0,1.0,0.02
0.03,0.25,0.1375,0.0,0.0,1.0,0.02
0.03,0.25,0.14,0.0,0.0,1.0,0.02
0.03,0.25,0.14250000000000002,0.0,0.0,1.0,0.02
0.03,0.25,0.14500000000000002,0.0,0.0,1.0,0.02
0.03,0.25,0.14750000000000002,0.0,0.0,1.0,0.02
0.03,0.25,0.15000000000000002,0.0,0.0,1.0,0.02
0.03,0.25,0.15250000000000002,0.0,0.0,1.0,0.02
0.03,0.25,0.155,0.0,0.0,1.0,0.02
0.03,0.25,0.1575,0.0,0.0,1.0,0.02
0.03,0.25,0.16,0.0,0.0,1.0,0.02
0.03,0.25,0.1625,0.0,0.0,1.0,0.02
0.03,0.25,0.165,0.0,0.0,1.0,0.02
0.03,0.25,0.1675,0.0,0.0,1.0,0.02
0.03,0.25,0.17,0.0,0.0,1.0,0.02
0.03,0.25,0.17250000000000001,0.0,0.0,1.0,0.02
0.03,0.25,0.17500000000000002,0.0,0.0,1.0,0.02
0.03,0.25,0.17750000000000002,0.0,0.0,1.0,0.02
0.03,0.25,0.18000000000000002,0.0,0.0,1.0,0.02
0.03,0.25,0.18250000000000002,0.0,0.0,1.0,0.02
0.03,0.25,0.18500000000000003,0.0,0.0,1.0,0.02
0.03,0.25,0.1875,0.0,0.0,1.0,0.02
0.03,0.25,0.19,0.0,0.0,1.0,0.02
0.03,0.25,0.1925,0.0,0.0,1.0,0.02
0.03,0.25,0.195,0.0,0.0,1.0,0.02
0.03,0.25,0.1975,0.0,0.0,1.0,0.02
0.03,0.25,0.2,0.0,0.0,1.0,0.02
0.03,0.25,0.2025,0.0,0.0,1.0,0.02
0.03,0.25,0.20500000000000002,0.0,0.0,1.0,0.02
0.03,0.25,0.20750000000000002,0.0,0.0,1.0,0.02
0.03,0.25,0.21000000000000002,0.0,0.0,1.0,0.02
0.03,0.25,0.21250000000000002,0.0,0.0,1.0,0.02
0.03,0.25,0.21500000000000002,0.0,0.0,1.0,0.02
0.03,0.25,0.21750000000000003,0.0,0.0,1.0,0.02
0.03,0.25,0.22,0.0,0.0,1.0,0.02
0.03,0.3,0.01,1.0,0.0,0.0,0.02
0.03,0.3,0.0125,1.0,0.0,0.0,0.02
0.03,0.3,0.015,1.0,0.0,0.0,0.02
0.03,0.3,0.0175,1.0,0.0,0.0,0.02
0.03,0.3,0.02,1.0,0.0,0.0,0.02
0.03,0.3,0.0225,1.0,0.0,0.0,0.02
0.03,0.3,0.025,1.0,0.0,0.0,0.02
0.03,0.3,0.027500000000000004,1.0,0.0,0.0,0.02
0.03,0.3,0.03,1.0,0.0,0.0,0.02
0.03,0.3,0.0325,1.0,0.0,0.0,0.02
0.03,0.3,0.035,1.0,0.0,0.0,0.02
0.03,0.3,0.0375,0.996,0.004,0.0,0.02
0.03,0.3,0.04,0.956,0.028,0.016,0.02
0.03,0.3,0.0425,0.82,0.02,0.16,0.02
0.03,0.3,0.045000000000000005,0.588,0.076,0.336,0.02
0.03,0.3,0.0475,0.26,0.064,0.676,0.02
0.03,0.3,0.05,0.076,0.036,0.888,0.02
0.03,0.3,0.052500000000000005,0.02,0.004,0.976,0.02
0.03,0.3,0.055,0.0,0.004,0.996,0.02
0.03,0.3,0.0575,0.0,0.0,1.0,0.02
0.03,0.3,0.060000000000000005,0.0,0.0,1.0,0.02
0.03,0.3,0.0625,0.0,0.0,1.0,0.02
0.03,0.3,0.065,0.0,0.0,1.0,0.02
0.03,0.3,0.0675,0.0,0.0,1.0,0.02
0.03,0.3,0.06999999999999999,0.0,0.0,1.0,0.02
0.03,0.3,0.0725,0.0,0.0,1.0,0.02
0.03,0.3,0.075,0.0,0.0,1.0,0.02
0.03,0.3,0.0775,0.0,0.0,1.0,0.02
0.03,0.3,0.08,0.0,0.0,1.0,0.02
0.03,0.3,0.08249999999999999,0.0,0.0,1.0,0.02
0.03,0.3,0.08499999999999999,0.0,0.0,1.0,0.02
0.03,0.3,0.0875,0.0,0.0,1.0,0.02
0.03,0.3,0.09,0.0,0.0,1.0,0.02
0.03,0.3,0.0925,0.0,0.0,1.0,0.02
0.03,0.3,0.095,0.0,0.0,1.0,0.02
0.03,0.3,0.0975,0.0,0.0,1.0,0.02
0.03,0.3,0.09999999999999999,0.0,0.0,1.0,0.02
0.03,0.3,0.1025,0.0,0.0,1.0,0.02
0.03,0.3,0.105,0.0,0.0,1.0,0.02
0.03,0.3,0.1075,0.0,0.0,1.0,0.02
0.03,0.3,0.11,0.0,0.0,1.0,0.02
0.03,0.3,0.1125,0.0,0.0,1.0,0.02
0.03,0.3,0.11499999999999999,0.0,0.0,1.0,0.02
0.03,0.3,0.1175,0.0,0.0,1.0,0.02
0.03,0.3,0.12,0.0,0.0,1.0,0.02
0.03,0.3,0.1225,0.0,0.0,1.0,0.02
0.03,0.3,0.125,0.0,0.0,1.0,0.02
0.03,0.3,0.1275,0.0,0.0,1.0,0.02
0.03,0.3,0.13,0.0,0.0,1.0,0.02
0.03,0.3,0.1325,0.0,0.0,1.0,0.02
0.03,0.3,0.135,0.0,0.0,1.0,0.02
0.03,0.3,0.1375,0.0,0.0,1.0,0.02
0.03,0.3,0.14,0.0,0.0,1.0,0.02
0.03,0.3,0.14250000000000002,0.0,0.0,1.0,0.02
0.03,0.3,0.14500000000000002,0.0,0.0,1.0,0.02
0.03,0.3,0.14750000000000002,0.0,0.0,1.0,0.02
0.03,0.3,0.15000000000000002,0.0,0.0,1.0,0.02
0.03,0.3,0.15250000000000002,0.0,0.0,1.0,0.02
0.03,0.3,0.155,0.0,0.0,1.0,0.02
0.03,0.3,0.1575,0.0,0.0,1.0,0.02
0.03,0.3,0.16,0.0,0.0,1.0,0.02
0.03,0.3,0.1625,0.0,0.0,1.0,0.02
0.03,0.3,0.165,0.0,0.0,1.0,0.02
0.03,0.3,0.1675,0.0,0.0,1.0,0.02
0.03,0.3,0.17,0.0,0.0,1.0,0.02
0.03,0.3,0.17250000000000001,0.0,0.0,1.0,0.02
0.03,0.3,0.17500000000000002,0.0,0.0,1.0,0.02
0.03,0.3,0.17750000000000002,0.0,0.0,1.0,0.02
0.03,0.3,0.18000000000000002,0.0,0.0,1.0,0.02
0.03,0.3,0.18250000000000002,0.0,0.0,1.0,0.02
0.03,0.3,0.18500000000000003,0.0,0.0,1.0,0.02
0.03,0.3,0.1875,0.0,0.0,1.0,0.02
0.03,0.3,0.19,0.0,0.0,1.0,0.02
0.03,0.3,0.1925,0.0,0.0,1.0,0.02
0.03,0.3,0.195,0.0,0.0,1.0,0.02
0.03,0.3,0.1975,0.0,0.0,1.0,0.02
0.03,0.3,0.2,0.0,0.0,1.0,0.02
0.03,0.3,0.2025,0.0,0.0,1.0,0.02
0.03,0.3,0.20500000000000002,0.0,0.0,1.0,0.02
0.03,0.3,0.20750000000000002,0.0,0.0,1.0,0.02
0.03,0.3,0.21000000000000002,0.0,0.0,1.0,0.02
0.03,0.3,0.21250000000000002,0.0,0.0,1.0,0.02
0.03,0.3,0.21500000000000002,0.0,0.0,1.0,0.02
0.03,0.3,0.21750000000000003,0.0,0.0,1.0,0.02
0.03,0.3,0.22,0.0,0.0,1.0,0.02
0.03,0.35,0.01,1.0,0.0,0.0,0.02
0.03,0.35,0.0125,1.0,0.0,0.0,0.02
0.03,0.35,0.015,1.0,0.0,0.0,0.02
0.03,0.35,0.0175,1.0,0.0,0.0,0.02
0.03,0.35,0.02,1.0,0.0,0.0,0.02
0.03,0.35,0.0225,1.0,0.0,0.0,0.02
0.03,0.35,0.025,1.0,0.0,0.0,0.02
0.03,0.35,0.027500000000000004,1.0,0.0,0.0,0.02
0.03,0.35,0.03,1.0,0.0,0.0,0.02
0.03,0.35,0.0325,1.0,0.0,0.0,0.02
0.03,0.35,0.035,0.992,0.0,0.008,0.02
0.03,0.35,0.0375,0.964,0.016,0.02,0.02
0.03,0.35,0.04,0.784,0.032,0.184,0.02
0.03,0.35,0.0425,0.552,0.064,0.384,0.02
0.03,0.35,0.045000000000000005,0.232,0.072,0.696,0.02
0.03,0.35,0.0475,0.072,0.048,0.88,0.02
0.03,0.35,0.05,0.012,0.008,0.98,0.02
0.03,0.35,0.052500000000000005,0.0,0.0,1.0,0.02
0.03,0.35,0.055,0.0,0.0,1.0,0.02
0.03,0.35,0.0575,0.0,0.0,1.0,0.02
0.03,0.35,0.060000000000000005,0.0,0.0,1.0,0.02
0.03,0.35,0.0625,0.0,0.0,1.0,0.02
0.03,0.35,0.065,0.0,0.0,1.0,0.02
0.03,0.35,0.0675,0.0,0.0,1.0,0.02
0.03,0.35,0.06999999999999999,0.0,0.0,1.0,0.02
0.03,0.35,0.0725,0.0,0.0,1.0,0.02
0.03,0.35,0.075,0.0,0.0,1.0,0.02
0.03,0.35,0.0775,0.0,0.0,1.0,0.02
0.03,0.35,0.08,0.0,0.0,1.0,0.02
0.03,0.35,0.08249999999999999,0.0,0.0,1.0,0.02
0.03,0.35,0.08499999999999999,0.0,0.0,1.0,0.02
0.03,0.35,0.0875,0.0,0.0,1.0,0.02
0.03,0.35,0.09,0.0,0.0,1.0,0.02
0.03,0.35,0.0925,0.0,0.0,1.0,0.02
0.03,0.35,0.095,0.0,0.0,1.0,0.02
0.03,0.35,0.0975,0.0,0.0,1.0,0.02
0.03,0.35,0.09999999999999999,0.0,0.0,1.0,0.02
0.03,0.35,0.1025,0.0,0.0,1.0,0.02
0.03,0.35,0.105,0.0,0.0,1.0,0.02
0.03,0.35,0.1075,0.0,0.0,1.0,0.02
0.03,0.35,0.11,0.0,0.0,1.0,0.02
0.03,0.35,0.1125,0.0,0.0,1.0,0.02
0.03,0.35,0.11499999999999999,0.0,0.0,1.0,0.02
0.03,0.35,0.1175,0.0,0.0,1.0,0.02
0.03,0.35,0.12,0.0,0.0,1.0,0.02
0.03,0.35,0.1225,0.0,0.0,1.0,0.02
0.03,0.35,0.125,0.0,0.0,1.0,0.02
0.03,0.35,0.1275,0.0,0.0,1.0,0.02
0.03,0.35,0.13,0.0,0.0,1.0,0.02
0.03,0.35,0.1325,0.0,0.0,1.0,0.02
0.03,0.35,0.135,0.0,0.0,1.0,0.02
0.03,0.35,0.1375,0.0,0.0,1.0,0.02
0.03,0.35,0.14,0.0,0.0,1.0,0.02
0.03,0.35,0.14250000000000002,0.0,0.0,1.0,0.02
0.03,0.35,0.14500000000000002,0.0,0.0,1.0,0.02
0.03,0.35,0.14750000000000002,0.0,0.0,1.0,0.02
0.03,0.35,0.15000000000000002,0.0,0.0,1.0,0.02
0.03,0.35,0.15250000000000002,0.0,0.0,1.0,0.02
0.03,0.35,0.155,0.0,0.0,1.0,0.02
0.03,0.35,0.1575,0.0,0.0,1.0,0.02
0.03,0.35,0.16,0.0,0.0,1.0,0.02
0.03,0.35,0.1625,0.0,0.0,1.0,0.02
0.03,0.35,0.165,0.0,0.0,1.0,0.02
0.03,0.35,0.1675,0.0,0.0,1.0,0.02
0.03,0.35,0.17,0.0,0.0,1.0,0.02
0.03,0.35,0.17250000000000001,0.0,0.0,1.0,0.02
0.03,0.35,0.17500000000000002,0.0,0.0,1.0,0.02
0.03,0.35,0.17750000000000002,0.0,0.0,1.0,0.02
0.03,0.35,0.18000000000000002,0.0,0.0,1.0,0.02
0.03,0.35,0.18250000000000002,0.0,0.0,1.0,0.02
0.03,0.35,0.18500000000000003,0.0,0.0,1.0,0.02
0.03,0.35,0.1875,0.0,0.0,1.0,0.02
0.03,0.35,0.19,0.0,0.0,1.0,0.02
0.03,0.35,0.1925,0.0,0.0,1.0,0.02
0.03,0.35,0.195,0.0,0.0,1.0,0.02
0.03,0.35,0.1975,0.0,0.0,1.0,0.02
0.03,0.35,0.2,0.0,0.0,1.0,0.02
0.03,0.35,0.2025,0.0,0.0,1.0,0.02
0.03,0.35,0.20500000000000002,0.0,0.0,1.0,0.02
0.03,0.35,0.20750000000000002,0.0,0.0,1.0,0.02
0.03,0.35,0.21000000000000002,0.0,0.0,1.0,0.02
0.03,0.35,0.21250000000000002,0.0,0.0,1.0,0.02
0.03,0.35,0.21500000000000002,0.0,0.0,1.0,0.02
0.03,0.35,0.21750000000000003,0.0,0.0,1.0,0.02
0.03,0.35,0.22,0.0,0.0,1.0,0.02
0.03,0.4,0.01,1.0,0.0,0.0,0.02
0.03,0.4,0.0125,1.0,0.0,0.0,0.02
0.03,0.4,0.015,1.0,0.0,0.0,0.02
0.03,0.4,0.0175,1.0,0.0,0.0,0.02
0.03,0.4,0.02,1.0,0.0,0.0,0.02
0.03,0.4,0.0225,1.0,0.0,0.0,0.02
0.03,0.4,0.025,1.0,0.0,0.0,0.02
0.03,0.4,0.027500000000000004,1.0,0.0,0.0,0.02
0.03,0.4,0.03,1.0,0.0,0.0,0.02
0.03,0.4,0.0325,0.996,0.0,0.004,0.02
0.03,0.4,0.035,0.94,0.016,0.044,0.02
0.03,0.4,0.0375,0.768,0.044,0.188,0.02
0.03,0.4,0.04,0.516,0.072,0.412,0.02
0.03,0.4,0.0425,0.224,0.064,0.712,0.02
0.03,0.4,0.045000000000000005,0.064,0.048,0.888,0.02
0.03,0.4,0.0475,0.008,0.0,0.992,0.02
0.03,0.4,0.05,0.0,0.008,0.992,0.02
0.03,0.4,0.052500000000000005,0.0,0.0,1.0,0.02
0.03,0.4,0.055,0.0,0.0,1.0,0.02
0.03,0.4,0.0575,0.0,0.0,1.0,0.02
0.03,0.4,0.060000000000000005,0.0,0.0,1.0,0.02
0.03,0.4,0.0625,0.0,0.0,1.0,0.02
0.03,0.4,0.065,0.0,0.0,1.0,0.02
0.03,0.4,0.0675,0.0,0.0,1.0,0.02
0.03,0.4,0.06999999999999999,0.0,0.0,1.0,0.02
0.03,0.4,0.0725,0.0,0.0,1.0,0.02
0.03,0.4,0.075,0.0,0.0,1.0,0.02
0.03,0.4,0.0775,0.0,0.0,1.0,0.02
0.03,0.4,0.08,0.0,0.0,1.0,0.02
0.03,0.4,0.08249999999999999,0.0,0.0,1.0,0.02
0.03,0.4,0.08499999999999999,0.0,0.0,1.0,0.02
0.03,0.4,0.0875,0.0,0.0,1.0,0.02
0.03,0.4,0.09,0.0,0.0,1.0,0.02
0.03,0.4,0.0925,0.0,0.0,1.0,0.02
0.03,0.4,0.095,0.0,0.0,1.0,0.02
0.03,0.4,0.0975,0.0,0.0,1.0,0.02
0.03,0.4,0.09999999999999999,0.0,0.0,1.0,0.02
0.03,0.4,0.1025,0.0,0.0,1.0,0.02
0.03,0.4,0.105,0.0,0.0,1.0,0.02
0.03,0.4,0.1075,0.0,0.0,1.0,0.02
0.03,0.4,0.11,0.0,0.0,1.0,0.02
0.03,0.4,0.1125,0.0,0.0,1.0,0.02
0.03,0.4,0.11499999999999999,0.0,0.0,1.0,0.02
0.03,0.4,0.1175,0.0,0.0,1.0,0.02
0.03,0.4,0.12,0.0,0.0,1.0,0.02
0.03,0.4,0.1225,0.0,0.0,1.0,0.02
0.03,0.4,0.125,0.0,0.0,1.0,0.02
0.03,0.4,0.1275,0.0,0.0,1.0,0.02
0.03,0.4,0.13,0.0,0.0,1.0,0.02
0.03,0.4,0.1325,0.0,0.0,1.0,0.02
0.03,0.4,0.135,0.0,0.0,1.0,0.02
0.03,0.4,0.1375,0.0,0.0,1.0,0.02
0.03,0.4,0.14,0.0,0.0,1.0,0.02
0.03,0.4,0.14250000000000002,0.0,0.0,1.0,0.02
0.03,0.4,0.14500000000000002,0.0,0.0,1.0,0.02
0.03,0.4,0.14750000000000002,0.0,0.0,1.0,0.02
0.03,0.4,0.15000000000000002,0.0,0.0,1.0,0.02
0.03,0.4,0.15250000000000002,0.0,0.0,1.0,0.02
0.03,0.4,0.155,0.0,0.0,1.0,0.02
0.03,0.4,0.1575,0.0,0.0,1.0,0.02
0.03,0.4,0.16,0.0,0.0,1.0,0.02
0.03,0.4,0.1625,0.0,0.0,1.0,0.02
0.03,0.4,0.165,0.0,0.0,1.0,0.02
0.03,0.4,0.1675,0.0,0.0,1.0,0.02
0.03,0.4,0.17,0.0,0.0,1.0,0.02
0.03,0.4,0.17250000000000001,0.0,0.0,1.0,0.02
0.03,0.4,0.17500000000000002,0.0,0.0,1.0,0.02
0.03,0.4,0.17750000000000002,0.0,0.0,1.0,0.02
0.03,0.4,0.18000000000000002,0.0,0.0,1.0,0.02
0.03,0.4,0.18250000000000002,0.0,0.0,1.0,0.02
0.03,0.4,0.18500000000000003,0.0,0.0,1.0,0.02
0.03,0.4,0.1875,0.0,0.0,1.0,0.02
0.03,0.4,0.19,0.0,0.0,1.0,0.02
0.03,0.4,0.1925,0.0,0.0,1.0,0.02
0.03,0.4,0.195,0.0,0.0,1.0,0.02
0.03,0.4,0.1975,0.0,0.0,1.0,0.02
0.03,0.4,0.2,0.0,0.0,1.0,0.02
0.03,0.4,0.2025,0.0,0.0,1.0,0.02
0.03,0.4,0.20500000000000002,0.0,0.0,1.0,0.02
0.03,0.4,0.20750000000000002,0.0,0.0,1.0,0.02
0.03,0.4,0.21000000000000002,0.0,0.0,1.0,0.02
0.03,0.4,0.21250000000000002,0.0,0.0,1.0,0.02
0.03,0.4,0.21500000000000002,0.0,0.0,1.0,0.02
0.03,0.4,0.21750000000000003,0.0,0.0,1.0,0.02
0.03,0.4,0.22,0.0,0.0,1.0,0.02
0.005,0.05,0.01,1.0,0.0,0.0,0.03
0.005,0.05,0.0125,1.0,0.0,0.0,0.03
0.005,0.05,0.015,1.0,0.0,0.0,0.03
0.005,0.05,0.0175,1.0,0.0,0.0,0.03
0.005,0.05,0.02,1.0,0.0,0.0,0.03
0.005,0.05,0.0225,1.0,0.0,0.0,0.03
0.005,0.05,0.025,1.0,0.0,0.0,0.03
0.005,0.05,0.027500000000000004,1.0,0.0,0.0,0.03
0.005,0.05,0.03,1.0,0.0,0.0,0.03
0.005,0.05,0.0325,1.0,0.0,0.0,0.03
0.005,0.05,0.035,1.0,0.0,0.0,0.03
0.005,0.05,0.0375,1.0,0.0,0.0,0.03
0.005,0.05,0.04,1.0,0.0,0.0,0.03
0.005,0.05,0.0425,1.0,0.0,0.0,0.03
0.005,0.05,0.045000000000000005,1.0,0.0,0.0,0.03
0.005,0.05,0.0475,1.0,0.0,0.0,0.03
0.005,0.05,0.05,1.0,0.0,0.0,0.03
0.005,0.05,0.052500000000000005,1.0,0.0,0.0,0.03
0.005,0.05,0.055,1.0,0.0,0.0,0.03
0.005,0.05,0.0575,1.0,0.0,0.0,0.03
0.005,0.05,0.060000000000000005,1.0,0.0,0.0,0.03
0.005,0.05,0.0625,1.0,0.0,0.0,0.03
0.005,0.05,0.065,1.0,0.0,0.0,0.03
0.005,0.05,0.0675,1.0,0.0,0.0,0.03
0.005,0.05,0.06999999999999999,1.0,0.0,0.0,0.03
0.005,0.05,0.0725,1.0,0.0,0.0,0.03
0.005,0.05,0.075,1.0,0.0,0.0,0.03
0.005,0.05,0.0775,1.0,0.0,0.0,0.03
0.005,0.05,0.08,1.0,0.0,0.0,0.03
0.005,0.05,0.08249999999999999,0.932,0.032,0.036,0.03
0.005,0.05,0.08499999999999999,0.688,0.152,0.16,0.03
0.005,0.05,0.0875,0.456,0.14,0.404,0.03
0.005,0.05,0.09,0.168,0.104,0.728,0.03
0.005,0.05,0.0925,0.028,0.056,0.916,0.03
0.005,0.05,0.095,0.008,0.008,0.984,0.03
0.005,0.05,0.0975,0.0,0.004,0.996,0.03
0.005,0.05,0.09999999999999999,0.0,0.0,1.0,0.03
0.005,0.05,0.1025,0.0,0.0,1.0,0.03
0.005,0.05,0.105,0.0,0.0,1.0,0.03
0.005,0.05,0.1075,0.0,0.0,1.0,0.03
0.005,0.05,0.11,0.0,0.0,1.0,0.03
0.005,0.05,0.1125,0.0,0.0,1.0,0.03
0.005,0.05,0.11499999999999999,0.0,0.0,1.0,0.03
0.005,0.05,0.1175,0.0,0.0,1.0,0.03
0.005,0.05,0.12,0.0,0.0,1.0,0.03
0.005,0.05,0.1225,0.0,0.0,1.0,0.03
0.005,0.05,0.125,0.0,0.0,1.0,0.03
0.005,0.05,0.1275,0.0,0.0,1.0,0.03
0.005,0.05,0.13,0.0,0.0,1.0,0.03
0.005,0.05,0.1325,0.0,0.0,1.0,0.03
0.005,0.05,0.135,0.0,0.0,1.0,0.03
0.005,0.05,0.1375,0.0,0.0,1.0,0.03
0.005,0.05,0.14,0.0,0.0,1.0,0.03
0.005,0.05,0.14250000000000002,0.0,0.0,1.0,0.03
0.005,0.05,0.14500000000000002,0.0,0.0,1.0,0.03
0.005,0.05,0.14750000000000002,0.0,0.0,1.0,0.03
0.005,0.05,0.15000000000000002,0.0,0.0,1.0,0.03
0.005,0.05,0.15250000000000002,0.0,0.0,1.0,0.03
0.005,0.05,0.155,0.0,0.0,1.0,0.03
0.005,0.05,0.1575,0.0,0.0,1.0,0.03
0.005,0.05,0.16,0.0,0.0,1.0,0.03
0.005,0.05,0.1625,0.0,0.0,1.0,0.03
0.005,0.05,0.165,0.0,0.0,1.0,0.03
0.005,0.05,0.1675,0.0,0.0,1.0,0.03
0.005,0.05,0.17,0.0,0.0,1.0,0.03
0.005,0.05,0.17250000000000001,0.0,0.0,1.0,0.03
0.005,0.05,0.17500000000000002,0.0,0.0,1.0,0.03
0.005,0.05,0.17750000000000002,0.0,0.0,1.0,0.03
0.005,0.05,0.18000000000000002,0.0,0.0,1.0,0.03
0.005,0.05,0.18250000000000002,0.0,0.0,1.0,0.03
0.005,0.05,0.18500000000000003,0.0,0.0,1.0,0.03
0.005,0.05,0.1875,0.0,0.0,1.0,0.03
0.005,0.05,0.19,0.0,0.0,1.0,0.03
0.005,0.05,0.1925,0.0,0.0,1.0,0.03
0.005,0.05,0.195,0.0,0.0,1.0,0.03
0.005,0.05,0.1975,0.0,0.0,1.0,0.03
0.005,0.05,0.2,0.0,0.0,1.0,0.03
0.005,0.05,0.2025,0.0,0.0,1.0,0.03
0.005,0.05,0.20500000000000002,0.0,0.0,1.0,0.03
0.005,0.05,0.20750000000000002,0.0,0.0,1.0,0.03
0.005,0.05,0.21000000000000002,0.0,0.0,1.0,0.03
0.005,0.05,0.21250000000000002,0.0,0.0,1.0,0.03
0.005,0.05,0.21500000000000002,0.0,0.0,1.0,0.03
0.005,0.05,0.21750000000000003,0.0,0.0,1.0,0.03
0.005,0.05,0.22,0.0,0.0,1.0,0.03
0.005,0.1,0.01,1.0,0.0,0.0,0.03
0.005,0.1,0.0125,1.0,0.0,0.0,0.03
0.005,0.1,0.015,1.0,0.0,0.0,0.03
0.005,0.1,0.0175,1.0,0.0,0.0,0.03
0.005,0.1,0.02,1.0,0.0,0.0,0.03
0.005,0.1,0.0225,1.0,0.0,0.0,0.03
0.005,0.1,0.025,1.0,0.0,0.0,0.03
0.005,0.1,0.027500000000000004,1.0,0.0,0.0,0.03
0.005,0.1,0.03,1.0,0.0,0.0,0.03
0.005,0.1,0.0325,1.0,0.0,0.0,0.03
0.005,0.1,0.035,1.0,0.0,0.0,0.03
0.005,0.1,0.0375,1.0,0.0,0.0,0.03
0.005,0.1,0.04,1.0,0.0,0.0,0.03
0.005,0.1,0.0425,1.0,0.0,0.0,0.03
0.005,0.1,0.045000000000000005,1.0,0.0,0.0,0.03
0.005,0.1,0.0475,1.0,0.0,0.0,0.03
0.005,0.1,0.05,1.0,0.0,0.0,0.03
0.005,0.1,0.052500000000000005,1.0,0.0,0.0,0.03
0.005,0.1,0.055,1.0,0.0,0.0,0.03
0.005,0.1,0.0575,1.0,0.0,0.0,0.03
0.005,0.1,0.060000000000000005,1.0,0.0,0.0,0.03
0.005,0.1,0.0625,1.0,0.0,0.0,0.03
0.005,0.1,0.065,1.0,0.0,0.0,0.03
0.005,0.1,0.0675,1.0,0.0,0.0,0.03
0.005,0.1,0.06999999999999999,1.0,0.0,0.0,0.03
0.005,0.1,0.0725,1.0,0.0,0.0,0.03
0.005,0.1,0.075,0.996,0.004,0.0,0.03
0.005,0.1,0.0775,0.992,0.004,0.004,0.03
0.005,0.1,0.08,0.924,0.044,0.032,0.03
0.005,0.1,0.08249999999999999,0.716,0.104,0.18,0.03
0.005,0.1,0.08499999999999999,0.384,0.144,0.472,0.03
0.005,0.1,0.0875,0.164,0.128,0.708,0.03
0.005,0.1,0.09,0.056,0.02,0.924,0.03
0.005,0.1,0.0925,0.0,0.012,0.988,0.03
0.005,0.1,0.095,0.0,0.0,1.0,0.03
0.005,0.1,0.0975,0.0,0.0,1.0,0.03
0.005,0.1,0.09999999999999999,0.0,0.0,1.0,0.03
0.005,0.1,0.1025,0.0,0.0,1.0,0.03
0.005,0.1,0.105,0.0,0.0,1.0,0.03
0.005,0.1,0.1075,0.0,0.0,1.0,0.03
0.005,0.1,0.11,0.0,0.0,1.0,0.03
0.005,0.1,0.1125,0.0,0.0,1.0,0.03
0.005,0.1,0.11499999999999999,0.0,0.0,1.0,0.03
0.005,0.1,0.1175,0.0,0.0,1.0,0.03
0.005,0.1,0.12,0.0,0.0,1.0,0.03
0.005,0.1,0.1225,0.0,0.0,1.0,0.03
0.005,0.1,0.125,0.0,0.0,1.0,0.03
0.005,0.1,0.1275,0.0,0.0,1.0,0.03
0.005,0.1,0.13,0.0,0.0,1.0,0.03
0.005,0.1,0.1325,0.0,0.0,1.0,0.03
0.005,0.1,0.135,0.0,0.0,1.0,0.03
0.005,0.1,0.1375,0.0,0.0,1.0,0.03
0.005,0.1,0.14,0.0,0.0,1.0,0.03
0.005,0.1,0.14250000000000002,0.0,0.0,1.0,0.03
0.005,0.1,0.14500000000000002,0.0,0.0,1.0,0.03
0.005,0.1,0.14750000000000002,0.0,0.0,1.0,0.03
0.005,0.1,0.15000000000000002,0.0,0.0,1.0,0.03
0.005,0.1,0.15250000000000002,0.0,0.0,1.0,0.03
0.005,0.1,0.155,0.0,0.0,1.0,0.03
0.005,0.1,0.1575,0.0,0.0,1.0,0.03
0.005,0.1,0.16,0.0,0.0,1.0,0.03
0.005,0.1,0.1625,0.0,0.0,1.0,0.03
0.005,0.1,0.165,0.0,0.0,1.0,0.03
0.005,0.1,0.1675,0.0,0.0,1.0,0.03
0.005,0.1,0.17,0.0,0.0,1.0,0.03
0.005,0.1,0.17250000000000001,0.0,0.0,1.0,0.03
0.005,0.1,0.17500000000000002,0.0,0.0,1.0,0.03
0.005,0.1,0.17750000000000002,0.0,0.0,1.0,0.03
0.005,0.1,0.18000000000000002,0.0,0.0,1.0,0.03
0.005,0.1,0.18250000000000002,0.0,0.0,1.0,0.03
0.005,0.1,0.18500000000000003,0.0,0.0,1.0,0.03
0.005,0.1,0.1875,0.0,0.0,1.0,0.03
0.005,0.1,0.19,0.0,0.0,1.0,0.03
0.005,0.1,0.1925,0.0,0.0,1.0,0.03
0.005,0.1,0.195,0.0,0.0,1.0,0.03
0.005,0.1,0.1975,0.0,0.0,1.0,0.03
0.005,0.1,0.2,0.0,0.0,1.0,0.03
0.005,0.1,0.2025,0.0,0.0,1.0,0.03
